,Unnamed: 0.1,Investigation.Type,Event.Date,Location,Country,Injury.Severity,Aircraft.damage,Aircraft.Category,Make,Model,Amateur.Built,Number.of.Engines,Engine.Type,Schedule,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Weather.Condition,Broad.phase.of.flight,Report.Status,Year,Make and Model,Total_passengers,Fatality_Pecentage,Serious_Inj_Percentage,Minor/NonInj_Percentage,City,State,Region
846,46468,Incident,1999-06-29,"CHICAGO, IL",United States,Incident,Minor,,Boeing,767323,No,2.0,Turbo Fan,SCHD,0.0,0.0,0.0,186.0,VMC,Taxi,Probable Cause,1999,Boeing-767323,186.0,0.0,0.0,100.0,Chicago,IL,Midwest
847,46664,Accident,1999-07-23,"FORT WORTH, TX",United States,Non-Fatal,Substantial,,Boeing,A75L3,No,1.0,Reciprocating,,0.0,0.0,1.0,2.0,VMC,Takeoff,Probable Cause,1999,Boeing-A75L3,3.0,0.0,0.0,100.0,Fort Worth,TX,South
848,46674,Accident,1999-07-24,"PHOENIX, AZ",United States,Non-Fatal,Substantial,,Boeing,7572G7,No,2.0,Turbo Fan,SCHD,0.0,0.0,0.0,196.0,VMC,Taxi,Probable Cause,1999,Boeing-7572G7,196.0,0.0,0.0,100.0,Phoenix,AZ,West
849,46696,Accident,1999-07-26,"TOOELE, UT",United States,Non-Fatal,Substantial,,Boeing,A75N1 Stearman,No,1.0,Reciprocating,,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,1999,Boeing-A75N1 Stearman,1.0,0.0,0.0,100.0,Tooele,UT,West
850,46711,Accident,1999-07-29,"ANCHORAGE, AK",United States,Non-Fatal,Substantial,,Boeing,747269B,No,4.0,Turbo Fan,NSCH,0.0,0.0,0.0,5.0,VMC,Climb,Probable Cause,1999,Boeing-747269B,5.0,0.0,0.0,100.0,Anchorage,AK,West
852,47028,Accident,1999-09-02,"SANTA BARBARA, CA",United States,Non-Fatal,Minor,,Boeing,737322,No,2.0,Turbo Fan,SCHD,0.0,1.0,14.0,98.0,VMC,Cruise,Probable Cause,1999,Boeing-737322,113.0,0.0,0.8849557522123894,99.1150442477876,Santa Barbara,CA,West
853,47107,Accident,1999-09-12,"WEST PALM BEACH, FL",United States,Non-Fatal,Substantial,,Boeing,B737300,No,2.0,Turbo Fan,SCHD,0.0,0.0,0.0,89.0,VMC,Climb,Probable Cause,1999,Boeing-B737300,89.0,0.0,0.0,100.0,West Palm Beach,FL,South
854,47108,Accident,1999-09-12,"LOS ANGELES, CA",United States,Non-Fatal,Substantial,,Boeing,737322,No,2.0,Turbo Fan,SCHD,0.0,0.0,0.0,86.0,VMC,Taxi,Probable Cause,1999,Boeing-737322,86.0,0.0,0.0,100.0,Los Angeles,CA,West
855,47181,Accident,1999-09-20,"AGUA CALIENTE, AZ",United States,Non-Fatal,,,Boeing,7572S7,No,2.0,Turbo Fan,SCHD,0.0,2.0,2.0,173.0,IMC,Descent,Probable Cause,1999,Boeing-7572S7,177.0,0.0,1.1299435028248588,98.87005649717514,Agua Caliente,AZ,West
856,47228,Accident,1999-09-27,"ATLANTA, GA",United States,Non-Fatal,,,Boeing,767332,No,2.0,Turbo Fan,SCHD,0.0,1.0,0.0,201.0,IMC,Maneuvering,Probable Cause,1999,Boeing-767332,202.0,0.0,0.4950495049504951,99.5049504950495,Atlanta,GA,South
857,47395,Incident,1999-10-28,"CHICAGO, IL",United States,Incident,,,Boeing,757222,No,2.0,Turbo Fan,SCHD,0.0,0.0,0.0,68.0,VMC,Cruise,Probable Cause,1999,Boeing-757222,68.0,0.0,0.0,100.0,Chicago,IL,Midwest
858,47418,Incident,1999-11-02,"JUNEAU, AK",United States,Incident,,,Boeing,737400,No,2.0,Turbo Fan,SCHD,0.0,0.0,0.0,58.0,VMC,Landing,Probable Cause,1999,Boeing-737400,58.0,0.0,0.0,100.0,Juneau,AK,West
859,47457,Incident,1999-11-11,"PORTLAND, OR",United States,Incident,Minor,,Boeing,737400,No,2.0,Turbo Fan,SCHD,0.0,0.0,0.0,145.0,UNK,Climb,Probable Cause,1999,Boeing-737400,145.0,0.0,0.0,100.0,Portland,OR,West
860,47493,Incident,1999-11-20,"JAMAICA, NY",United States,Incident,,,Boeing,767200,No,2.0,Turbo Fan,SCHD,0.0,0.0,0.0,179.0,VMC,Approach,Probable Cause,1999,Boeing-767200,179.0,0.0,0.0,100.0,Jamaica,NY,Northeast
861,47509,Accident,1999-11-27,"FLUSHING, NY",United States,Non-Fatal,Substantial,,Boeing,727232,No,3.0,Turbo Jet,SCHD,0.0,0.0,0.0,73.0,VMC,Taxi,Probable Cause,1999,Boeing-727232,73.0,0.0,0.0,100.0,Flushing,NY,Northeast
862,47532,Accident,1999-11-30,"TAFT, CA",United States,Non-Fatal,Substantial,,Boeing,369E,No,1.0,Turbo Shaft,UNK,0.0,0.0,0.0,1.0,VMC,Maneuvering,Probable Cause,1999,Boeing-369E,1.0,0.0,0.0,100.0,Taft,CA,West
863,47563,Incident,1999-12-06,"SALT LAKE CITY, UT",United States,Incident,Minor,,Boeing,767232,No,2.0,Turbo Fan,SCHD,0.0,0.0,0.0,85.0,VMC,Takeoff,Probable Cause,1999,Boeing-767232,85.0,0.0,0.0,100.0,Salt Lake City,UT,West
864,47648,Incident,1999-12-24,"SALT LAKE CITY, UT",United States,Incident,Minor,,Boeing,737347,No,2.0,Turbo Fan,SCHD,0.0,0.0,0.0,135.0,VMC,Takeoff,Probable Cause,1999,Boeing-737347,135.0,0.0,0.0,100.0,Salt Lake City,UT,West
865,47716,Accident,2000-01-11,"LAS VEGAS, NV",United States,Non-Fatal,,,Boeing,7572G7,No,2.0,Turbo Fan,SCHD,0.0,1.0,1.0,42.0,VMC,Cruise,Probable Cause,2000,Boeing-7572G7,44.0,0.0,2.272727272727273,97.72727272727272,Las Vegas,NV,West
866,47794,Accident,2000-02-03,"BOSTON, MA",United States,Non-Fatal,,,Boeing,737300,No,2.0,Turbo Jet,SCHD,0.0,1.0,0.0,59.0,VMC,Cruise,Probable Cause,2000,Boeing-737300,60.0,0.0,1.6666666666666667,98.33333333333331,Boston,MA,Northeast
867,47844,Incident,2000-02-12,"BOSTON, MA",United States,Incident,Minor,,Saab_Scania,340B,No,2.0,Turbo Prop,SCHD,0.0,0.0,2.0,9.0,VMC,Standing,Probable Cause,2000,Saab_Scania-340B,11.0,0.0,0.0,100.0,Boston,MA,Northeast
868,47914,Accident,2000-02-27,"PROVIDENCE, RI",United States,Non-Fatal,,,Boeing,747236,No,4.0,Turbo Fan,SCHD,0.0,1.0,11.0,371.0,IMC,Descent,Probable Cause,2000,Boeing-747236,383.0,0.0,0.2610966057441253,99.73890339425587,Providence,RI,Northeast
869,47942,Accident,2000-03-05,"BURBANK, CA",United States,Non-Fatal,Destroyed,Airplane,Boeing,737300,No,2.0,Turbo Fan,SCHD,0.0,2.0,42.0,98.0,VMC,Landing,Probable Cause,2000,Boeing-737300,142.0,0.0,1.4084507042253522,98.59154929577466,Burbank,CA,West
870,47968,Accident,2000-03-10,"ROUGH AND READY, CA",United States,Non-Fatal,Substantial,,Boeing,369D,No,1.0,Turbo Shaft,,0.0,1.0,0.0,0.0,VMC,Cruise,Probable Cause,2000,Boeing-369D,1.0,0.0,100.0,0.0,Rough And Ready,CA,West
871,47988,Incident,2000-03-13,"SAN FRANCISCO, CA",United States,Incident,Minor,,Boeing,727232,No,3.0,Turbo Fan,SCHD,0.0,0.0,0.0,77.0,VMC,Takeoff,Probable Cause,2000,Boeing-727232,77.0,0.0,0.0,100.0,San Francisco,CA,West
872,48047,Incident,2000-03-24,"BOSTON, MA",United States,Incident,Minor,,Boeing,727247,No,3.0,Turbo Jet,SCHD,0.0,0.0,0.0,202.0,VMC,Taxi,Probable Cause,2000,Boeing-727247,202.0,0.0,0.0,100.0,Boston,MA,Northeast
873,48092,Incident,2000-03-30,"NEW YORK CITY, NY",United States,Incident,,,Boeing,767332,No,2.0,Turbo Fan,SCHD,0.0,0.0,0.0,225.0,VMC,Climb,Probable Cause,2000,Boeing-767332,225.0,0.0,0.0,100.0,New York City,NY,Northeast
874,48116,Accident,2000-04-02,"DALLAS, TX",United States,Non-Fatal,,,Boeing,7572G7,No,2.0,Turbo Fan,SCHD,0.0,1.0,2.0,196.0,IMC,Cruise,Probable Cause,2000,Boeing-7572G7,199.0,0.0,0.5025125628140703,99.49748743718591,Dallas,TX,South
875,48248,Accident,2000-04-25,"HANCOCK, MI",United States,Non-Fatal,Substantial,,Saab_Scania,Sf340B,No,2.0,Turbo Prop,SCHD,0.0,0.0,0.0,21.0,VMC,Takeoff,Probable Cause,2000,Saab_Scania-Sf340B,21.0,0.0,0.0,100.0,Hancock,MI,Midwest
876,48251,Incident,2000-04-25,"CHICAGO, IL",United States,Incident,,,Boeing,777223Er,No,2.0,Turbo Fan,SCHD,0.0,0.0,0.0,167.0,VMC,Takeoff,Probable Cause,2000,Boeing-777223Er,167.0,0.0,0.0,100.0,Chicago,IL,Midwest
877,48402,Accident,2000-05-20,"NASHVILLE, TN",United States,Non-Fatal,,Airplane,Boeing,737500,No,,Turbo Fan,SCHD,0.0,1.0,0.0,123.0,IMC,Standing,Probable Cause,2000,Boeing-737500,124.0,0.0,0.8064516129032258,99.19354838709677,Nashville,TN,South
878,48431,Accident,2000-05-24,"SEATTLE, WA",United States,Non-Fatal,,,Boeing,767200,No,2.0,Turbo Fan,NSCH,0.0,0.0,0.0,4.0,VMC,Taxi,Probable Cause,2000,Boeing-767200,4.0,0.0,0.0,100.0,Seattle,WA,West
879,48538,Incident,2000-06-07,"LAFAYETTE, IN",United States,Incident,,,Boeing,767222,No,2.0,Turbo Fan,SCHD,0.0,0.0,0.0,165.0,VMC,Cruise,Probable Cause,2000,Boeing-767222,165.0,0.0,0.0,100.0,Lafayette,IN,Midwest
880,48725,Accident,2000-07-02,"ORLANDO, FL",United States,Non-Fatal,Substantial,,Boeing,73749R,No,2.0,Turbo Fan,SCHD,0.0,0.0,0.0,128.0,VMC,Taxi,Probable Cause,2000,Boeing-73749R,128.0,0.0,0.0,100.0,Orlando,FL,South
881,48770,Accident,2000-07-07,"BELLEVIEW, FL",United States,Non-Fatal,Substantial,,Boeing,B75N1,No,1.0,Reciprocating,,0.0,0.0,0.0,2.0,VMC,Takeoff,Probable Cause,2000,Boeing-B75N1,2.0,0.0,0.0,100.0,Belleview,FL,South
882,48897,Accident,2000-07-20,"EASTON, MD",United States,Non-Fatal,Substantial,,Boeing,Pt17,No,1.0,Reciprocating,,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,2000,Boeing-Pt17,2.0,0.0,0.0,100.0,Easton,MD,South
883,48965,Accident,2000-07-28,"CHARLESTON, SC",United States,Non-Fatal,Minor,,Boeing,727200,No,3.0,Turbo Fan,SCHD,0.0,2.0,14.0,53.0,VMC,Cruise,Probable Cause,2000,Boeing-727200,69.0,0.0,2.898550724637681,97.10144927536231,Charleston,SC,South
884,48986,Accident,2000-07-31,"CHICAGO, IL",United States,Non-Fatal,,,Boeing,737322,No,2.0,Turbo Fan,SCHD,0.0,1.0,0.0,117.0,VMC,Descent,Probable Cause,2000,Boeing-737322,118.0,0.0,0.8474576271186439,99.15254237288136,Chicago,IL,Midwest
885,49030,Incident,2000-08-06,"CHICAGO, IL",United States,Incident,,,Boeing,B747422,No,4.0,Unknown,SCHD,0.0,0.0,0.0,363.0,VMC,Takeoff,Probable Cause,2000,Boeing-B747422,363.0,0.0,0.0,100.0,Chicago,IL,Midwest
886,49106,Accident,2000-08-15,"MCMINNVILLE, OR",United States,Non-Fatal,Substantial,,Boeing,E75,No,1.0,Reciprocating,,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,2000,Boeing-E75,1.0,0.0,0.0,100.0,Mcminnville,OR,West
887,49115,Accident,2000-08-16,"CHICAGO, IL",United States,Non-Fatal,Substantial,,Boeing,727264,No,3.0,Turbo Jet,SCHD,0.0,0.0,0.0,105.0,VMC,Taxi,Probable Cause,2000,Boeing-727264,105.0,0.0,0.0,100.0,Chicago,IL,Midwest
888,49175,Accident,2000-08-22,"BARABOO, WI",United States,Non-Fatal,,,Boeing,777223,No,2.0,Turbo Jet,SCHD,0.0,1.0,0.0,250.0,IMC,Descent,Probable Cause,2000,Boeing-777223,251.0,0.0,0.398406374501992,99.60159362549801,Baraboo,WI,Midwest
889,49324,Accident,2000-09-10,"MINNEAPOLIS, MN",United States,Non-Fatal,Substantial,,Boeing,727224,No,3.0,Turbo Fan,SCHD,0.0,0.0,0.0,101.0,VMC,Taxi,Probable Cause,2000,Boeing-727224,101.0,0.0,0.0,100.0,Minneapolis,MN,Midwest
890,49358,Accident,2000-09-15,"FLUSHING, NY",United States,Non-Fatal,Substantial,,Boeing,73749R,No,2.0,Turbo Fan,SCHD,0.0,0.0,0.0,58.0,VMC,Taxi,Probable Cause,2000,Boeing-73749R,58.0,0.0,0.0,100.0,Flushing,NY,Northeast
891,49380,Accident,2000-09-17,"ATLANTA, GA",United States,Non-Fatal,,,Bombardier,Crj,No,2.0,Turbo Jet,SCHD,0.0,1.0,0.0,50.0,VMC,Cruise,Probable Cause,2000,Bombardier-Crj,51.0,0.0,1.96078431372549,98.0392156862745,Atlanta,GA,South
892,49392,Accident,2000-09-20,"ATLANTA, GA",United States,Non-Fatal,,,Boeing,767332Er,No,2.0,Turbo Fan,SCHD,0.0,3.0,17.0,230.0,VMC,Descent,Probable Cause,2000,Boeing-767332Er,250.0,0.0,1.2,98.8,Atlanta,GA,South
893,49434,Accident,2000-09-26,"MIAMI, FL",United States,Non-Fatal,,,Boeing,777223,No,2.0,Turbo Fan,SCHD,0.0,1.0,0.0,167.0,VMC,Descent,Probable Cause,2000,Boeing-777223,168.0,0.0,0.5952380952380952,99.40476190476193,Miami,FL,South
894,49452,Accident,2000-09-30,"SALEM, OR",United States,Non-Fatal,Substantial,,Boeing,E75,No,1.0,Reciprocating,,0.0,0.0,0.0,1.0,VMC,Taxi,Probable Cause,2000,Boeing-E75,1.0,0.0,0.0,100.0,Salem,OR,West
895,49497,Accident,2000-10-07,"WARRENTON, VA",United States,Non-Fatal,Substantial,,Boeing,B75N1,No,1.0,Reciprocating,,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,2000,Boeing-B75N1,1.0,0.0,0.0,100.0,Warrenton,VA,South
896,49556,Incident,2000-10-15,"ANCHORAGE, AK",United States,Incident,Minor,,Boeing,747251F,No,4.0,Turbo Fan,NSCH,0.0,0.0,0.0,3.0,VMC,Takeoff,Probable Cause,2000,Boeing-747251F,3.0,0.0,0.0,100.0,Anchorage,AK,West
897,49564,Incident,2000-10-17,"WOOD DALE, IL",United States,Incident,Minor,,Boeing,B72761,No,3.0,Turbo Jet,,0.0,0.0,0.0,108.0,VMC,Approach,Probable Cause,2000,Boeing-B72761,108.0,0.0,0.0,100.0,Wood Dale,IL,Midwest
898,49583,Accident,2000-10-21,"INDIANTOWN, FL",United States,Non-Fatal,Substantial,,Boeing,A75N1 Pt17,No,1.0,Reciprocating,,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,2000,Boeing-A75N1 Pt17,2.0,0.0,0.0,100.0,Indiantown,FL,South
899,49601,Accident,2000-10-23,"NEW YORK, NY",United States,Non-Fatal,Substantial,,Bombardier,Cl600,No,2.0,Turbo Fan,SCHD,0.0,0.0,0.0,81.0,VMC,Taxi,Probable Cause,2000,Bombardier-Cl600,81.0,0.0,0.0,100.0,New York,NY,Northeast
900,49606,Accident,2000-10-23,"NEW YORK, NY",United States,Non-Fatal,Minor,,Boeing,727214,No,3.0,Turbo Fan,SCHD,0.0,0.0,0.0,81.0,VMC,Taxi,Probable Cause,2000,Boeing-727214,81.0,0.0,0.0,100.0,New York,NY,Northeast
901,49619,Incident,2000-10-26,"FALMOUTH, KY",United States,Incident,,,Bombardier,Cl600,No,2.0,Turbo Fan,SCHD,0.0,0.0,0.0,50.0,VMC,Cruise,Probable Cause,2000,Bombardier-Cl600,50.0,0.0,0.0,100.0,Falmouth,KY,South
902,49663,Accident,2000-11-04,"PORTLAND, OR",United States,Non-Fatal,,,Boeing,767332Er,No,2.0,Turbo Fan,SCHD,0.0,1.0,3.0,180.0,VMC,Descent,Probable Cause,2000,Boeing-767332Er,184.0,0.0,0.5434782608695652,99.45652173913044,Portland,OR,West
903,49693,Accident,2000-11-13,"ANCHORAGE, AK",United States,Non-Fatal,,,Boeing,737790,No,2.0,Turbo Fan,SCHD,0.0,1.0,0.0,99.0,VMC,Descent,Probable Cause,2000,Boeing-737790,100.0,0.0,1.0,99.0,Anchorage,AK,West
904,49749,Accident,2000-11-26,"Boston, MA",United States,Non-Fatal,,Airplane,Boeing,767,No,2.0,,SCHD,0.0,2.0,0.0,0.0,UNK,Descent,Probable Cause,2000,Boeing-767,2.0,0.0,100.0,0.0,Boston,MA,Northeast
905,49814,Incident,2000-12-12,"PORT HEIDEN, AK",United States,Incident,Minor,,Boeing,747422,No,4.0,Turbo Fan,SCHD,0.0,0.0,4.0,386.0,VMC,Cruise,Probable Cause,2000,Boeing-747422,390.0,0.0,0.0,100.0,Port Heiden,AK,West
906,49879,Accident,2000-12-27,"Boston, MA",United States,Non-Fatal,,Airplane,Boeing,767300Er,No,2.0,Turbo Fan,SCHD,0.0,1.0,0.0,79.0,VMC,Taxi,Probable Cause,2000,Boeing-767300Er,80.0,0.0,1.25,98.75,Boston,MA,Northeast
907,49901,Incident,2001-01-03,"Covington, KY",United States,Incident,Minor,,Bombardier,Cl6002B19,No,2.0,Turbo Fan,SCHD,0.0,0.0,0.0,46.0,VMC,Approach,Probable Cause,2001,Bombardier-Cl6002B19,46.0,0.0,0.0,100.0,Covington,KY,South
908,49909,Incident,2001-01-05,"Honolulu, HI",United States,Incident,,,Boeing,747200F,No,4.0,Turbo Fan,SCHD,0.0,0.0,0.0,3.0,VMC,Cruise,Probable Cause,2001,Boeing-747200F,3.0,0.0,0.0,100.0,Honolulu,HI,West
909,49923,Accident,2001-01-08,"DETROIT, MI",United States,Non-Fatal,Substantial,,Bombardier,Cl6002B19,No,2.0,Turbo Jet,SCHD,0.0,0.0,2.0,31.0,VMC,Standing,Probable Cause,2001,Bombardier-Cl6002B19,33.0,0.0,0.0,100.0,Detroit,MI,Midwest
910,50033,Accident,2001-02-03,"BOSTON, MA",United States,Non-Fatal,Substantial,Airplane,Boeing,B737832,No,2.0,Turbo Fan,SCHD,0.0,0.0,0.0,135.0,VMC,Taxi,Probable Cause,2001,Boeing-B737832,135.0,0.0,0.0,100.0,Boston,MA,Northeast
911,50123,Incident,2001-02-19,"Milwaukee, WI",United States,Incident,,,Boeing,717231,No,2.0,Turbo Fan,SCHD,0.0,0.0,0.0,67.0,VMC,Takeoff,Probable Cause,2001,Boeing-717231,67.0,0.0,0.0,100.0,Milwaukee,WI,Midwest
912,50176,Incident,2001-03-04,"Phoenix, AZ",United States,Incident,Minor,,Boeing,7373H4,No,2.0,Turbo Fan,SCHD,0.0,0.0,0.0,119.0,VMC,Landing,Probable Cause,2001,Boeing-7373H4,119.0,0.0,0.0,100.0,Phoenix,AZ,West
913,50264,Accident,2001-03-23,"Memphis, TN",United States,Non-Fatal,,,Boeing,727200,No,3.0,Turbo Jet,SCHD,0.0,1.0,0.0,127.0,VMC,Taxi,Probable Cause,2001,Boeing-727200,128.0,0.0,0.78125,99.21875,Memphis,TN,South
914,50343,Accident,2001-04-09,"BOSTON, MA",United States,Non-Fatal,Substantial,,Boeing,737832,No,2.0,Turbo Fan,SCHD,0.0,0.0,0.0,271.0,IMC,Taxi,Probable Cause,2001,Boeing-737832,271.0,0.0,0.0,100.0,Boston,MA,Northeast
915,50348,Accident,2001-04-09,"Boston, MA",United States,Non-Fatal,Minor,,Boeing,767200Er,No,2.0,Turbo Fan,SCHD,0.0,0.0,0.0,271.0,IMC,Taxi,Probable Cause,2001,Boeing-767200Er,271.0,0.0,0.0,100.0,Boston,MA,Northeast
916,50385,Accident,2001-04-17,"Jacksonville, FL",United States,Non-Fatal,,,Boeing,737200,No,2.0,Turbo Jet,SCHD,0.0,1.0,1.0,76.0,IMC,Climb,Probable Cause,2001,Boeing-737200,78.0,0.0,1.282051282051282,98.71794871794873,Jacksonville,FL,South
917,50623,Incident,2001-05-25,"Harrisburg, PA",United States,Incident,Minor,,Boeing,727233,No,3.0,Turbo Jet,SCHD,0.0,0.0,0.0,3.0,VMC,Standing,Probable Cause,2001,Boeing-727233,3.0,0.0,0.0,100.0,Harrisburg,PA,Northeast
918,50644,Accident,2001-05-28,"Toccoa, GA",United States,Non-Fatal,,,Boeing,737301,No,2.0,Turbo Jet,SCHD,0.0,1.0,0.0,120.0,VMC,Climb,Probable Cause,2001,Boeing-737301,121.0,0.0,0.8264462809917356,99.17355371900827,Toccoa,GA,South
919,50706,Accident,2001-06-05,"Kokomo, IN",United States,Non-Fatal,,,Boeing,B757200,No,2.0,Turbo Fan,SCHD,0.0,1.0,1.0,150.0,UNK,Cruise,Probable Cause,2001,Boeing-B757200,152.0,0.0,0.6578947368421052,99.3421052631579,Kokomo,IN,Midwest
920,50708,Incident,2001-06-05,"Atlanta, GA",United States,Incident,Minor,,Boeing,757,No,2.0,Turbo Fan,SCHD,0.0,0.0,0.0,89.0,VMC,Landing,Probable Cause,2001,Boeing-757,89.0,0.0,0.0,100.0,Atlanta,GA,South
921,50980,Accident,2001-07-11,"San Francisco, CA",United States,Non-Fatal,,,Boeing,757232,No,2.0,Turbo Fan,SCHD,0.0,1.0,1.0,98.0,VMC,Descent,Probable Cause,2001,Boeing-757232,100.0,0.0,1.0,99.0,San Francisco,CA,West
922,50996,Incident,2001-07-13,"MEMPHIS, TN",United States,Incident,Minor,,Boeing,B727100,No,3.0,Turbo Fan,SCHD,0.0,0.0,0.0,3.0,VMC,Takeoff,Probable Cause,2001,Boeing-B727100,3.0,0.0,0.0,100.0,Memphis,TN,South
923,51013,Accident,2001-07-15,"MATAWAN, NJ",United States,Non-Fatal,Substantial,,Boeing,A75L300,No,1.0,Reciprocating,,0.0,0.0,0.0,1.0,VMC,Takeoff,Probable Cause,2001,Boeing-A75L300,1.0,0.0,0.0,100.0,Matawan,NJ,Northeast
924,51056,Accident,2001-07-21,"SPOKANE, WA",United States,Non-Fatal,Substantial,,Boeing,E75N1,No,1.0,Reciprocating,,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,2001,Boeing-E75N1,2.0,0.0,0.0,100.0,Spokane,WA,West
925,51106,Accident,2001-07-24,"Anniston, AL",United States,Fatal(2),Destroyed,,Boeing,Stearman Pt17,No,1.0,Reciprocating,,2.0,0.0,0.0,0.0,VMC,Maneuvering,Probable Cause,2001,Boeing-Stearman Pt17,2.0,100.0,0.0,0.0,Anniston,AL,South
926,51134,Incident,2001-07-27,"OSHKOSH, WI",United States,Incident,,,Boeing,7272Q6,No,3.0,Turbo Jet,,0.0,0.0,0.0,8.0,VMC,Takeoff,Probable Cause,2001,Boeing-7272Q6,8.0,0.0,0.0,100.0,Oshkosh,WI,Midwest
927,51249,Accident,2001-08-09,"MASCOUTAH, IL",United States,Non-Fatal,Substantial,,Boeing,717200,No,2.0,Turbo Fan,SCHD,0.0,0.0,0.0,76.0,VMC,Taxi,Probable Cause,2001,Boeing-717200,76.0,0.0,0.0,100.0,Mascoutah,IL,Midwest
928,51253,Accident,2001-08-09,"Klamath Falls, OR",United States,Non-Fatal,,,Boeing,737500,No,2.0,Turbo Fan,SCHD,0.0,1.0,0.0,129.0,VMC,Cruise,Probable Cause,2001,Boeing-737500,130.0,0.0,0.7692307692307693,99.23076923076924,Klamath Falls,OR,West
929,51307,Incident,2001-08-16,"DFW Airport, TX",United States,Incident,,,Boeing,737524,No,2.0,Turbo Fan,SCHD,0.0,0.0,0.0,190.0,VMC,Taxi,Probable Cause,2001,Boeing-737524,190.0,0.0,0.0,100.0,Dfw Airport,TX,South
930,51308,Incident,2001-08-16,"DFW Airport, TX",United States,Incident,Minor,,Boeing,737347,No,2.0,Turbo Fan,SCHD,0.0,0.0,0.0,190.0,VMC,Takeoff,Probable Cause,2001,Boeing-737347,190.0,0.0,0.0,100.0,Dfw Airport,TX,South
931,51372,Accident,2001-08-25,"KANSAS CITY, MO",United States,Non-Fatal,Substantial,,Boeing,7373G7,No,2.0,Turbo Fan,SCHD,0.0,0.0,1.0,58.0,IMC,Landing,Probable Cause,2001,Boeing-7373G7,59.0,0.0,0.0,100.0,Kansas City,MO,Midwest
932,51448,Accident,2001-09-05,"DENVER, CO",United States,Fatal(1),Substantial,,Boeing,777236,No,2.0,Turbo Fan,SCHD,1.0,0.0,0.0,26.0,VMC,Standing,Probable Cause,2001,Boeing-777236,27.0,3.7037037037037033,0.0,96.29629629629628,Denver,CO,West
933,51474,Accident,2001-09-09,"WATKINS, CO",United States,Non-Fatal,Substantial,,Boeing,A75N1 Pt17,No,1.0,Reciprocating,,0.0,0.0,1.0,1.0,VMC,Go-around,Probable Cause,2001,Boeing-A75N1 Pt17,2.0,0.0,0.0,100.0,Watkins,CO,West
934,51483,Accident,2001-09-11,"Shanksville, PA",United States,Fatal(44),Destroyed,,Boeing,757,No,,,SCHD,44.0,0.0,0.0,0.0,UNK,Cruise,Probable Cause,2001,Boeing-757,44.0,100.0,0.0,0.0,Shanksville,PA,Northeast
935,51484,Accident,2001-09-11,"Arlington, VA",United States,Fatal(64),Destroyed,,Boeing,757200,No,,,SCHD,64.0,0.0,0.0,0.0,UNK,Cruise,Probable Cause,2001,Boeing-757200,64.0,100.0,0.0,0.0,Arlington,VA,South
936,51485,Accident,2001-09-11,"New York City, NY",United States,Fatal(65),Destroyed,Airplane,Boeing,767200Er,No,2.0,Turbo Fan,SCHD,65.0,0.0,0.0,0.0,UNK,Cruise,Probable Cause,2001,Boeing-767200Er,65.0,100.0,0.0,0.0,New York City,NY,Northeast
937,51486,Accident,2001-09-11,"New York City, NY",United States,Fatal(92),Destroyed,,Boeing,767200Er,No,2.0,Turbo Fan,SCHD,92.0,0.0,0.0,0.0,UNK,Cruise,Probable Cause,2001,Boeing-767200Er,92.0,100.0,0.0,0.0,New York City,NY,Northeast
938,51511,Accident,2001-09-23,"RHINEBECK, NY",United States,Non-Fatal,Substantial,,Boeing,E75N1,No,1.0,Reciprocating,,0.0,0.0,0.0,2.0,VMC,Takeoff,Probable Cause,2001,Boeing-E75N1,2.0,0.0,0.0,100.0,Rhinebeck,NY,Northeast
939,51517,Accident,2001-09-23,"Indianapolis, IN",United States,Non-Fatal,,,Boeing,757222,No,2.0,Turbo Fan,SCHD,0.0,1.0,0.0,40.0,VMC,Taxi,Probable Cause,2001,Boeing-757222,41.0,0.0,2.4390243902439024,97.56097560975607,Indianapolis,IN,Midwest
940,51602,Incident,2001-10-10,"Santa Ana, CA",United States,Incident,,,Boeing,737700,No,2.0,Turbo Fan,SCHD,0.0,0.0,0.0,87.0,VMC,Takeoff,Probable Cause,2001,Boeing-737700,87.0,0.0,0.0,100.0,Santa Ana,CA,West
941,51698,Accident,2001-10-29,"Dulles, VA",United States,Non-Fatal,,,Boeing,757223,No,2.0,Turbo Fan,SCHD,0.0,1.0,0.0,148.0,VMC,Standing,Probable Cause,2001,Boeing-757223,149.0,0.0,0.6711409395973155,99.32885906040268,Dulles,VA,South
942,51806,Accident,2001-11-20,"MEMPHIS, TN",United States,Non-Fatal,Substantial,,Boeing,727233,No,3.0,Turbo Fan,NSCH,0.0,0.0,0.0,5.0,VMC,Approach,Probable Cause,2001,Boeing-727233,5.0,0.0,0.0,100.0,Memphis,TN,South
